Rating Date,Current Ratio,Long-term Debt / Capital,Debt/Equity Ratio,Gross Margin,Operating Margin,EBIT Margin,EBITDA Margin,Pre-Tax Profit Margin,Net Profit Margin,Asset Turnover,ROE - Return On Equity,Return On Tangible Equity,ROA - Return On Assets,ROI - Return On Investment,Operating Cash Flow Per Share,Free Cash Flow Per Share,Sentiment_Score
2025-08-20 11:09:40.702309,0.8673125765340832,85750000000.0,1.872326602282704,46.206349815233935,31.510222870075566,31.510222870075566,34.43707085043538,31.57901466620635,23.971255769943866,1.0713874732862074,164.59350307287096,164.59350307287096,25.682503150857585,25.682503150857585,7.968383670248316,8.60495681392917,0.05522214339584308
